onset	duration	trial_type	stim_id	choice
18.657	1.031	health_choice	119.jpg	Heel erg ongezond
19.688	0.528	health_feedback	119.jpg	Heel erg ongezond
27.257	1.415	health_choice	154.jpg	Heel erg ongezond
28.672	0.527	health_feedback	154.jpg	Heel erg ongezond
39.857	1.189	health_choice	255.jpg	Heel erg ongezond
41.046	0.527	health_feedback	255.jpg	Heel erg ongezond
49.457	0.881	health_choice	29.jpg	Heel erg ongezond
50.338	0.527	health_feedback	29.jpg	Heel erg ongezond
63.065	2.342	health_choice	404.jpg	Ongezond
65.407	0.532	health_feedback	404.jpg	Ongezond
73.673	0.807	health_choice	48.jpg	Heel erg ongezond
74.48	0.526	health_feedback	48.jpg	Heel erg ongezond
88.272	0.775	health_choice	104.jpg	Heel erg ongezond
89.047	0.525	health_feedback	104.jpg	Heel erg ongezond
96.872	0.895	health_choice	410.jpg	Heel erg ongezond
97.767	0.53	health_feedback	410.jpg	Heel erg ongezond
107.472	1.263	health_choice	74.jpg	Gezond
108.735	0.528	health_feedback	74.jpg	Gezond
124.071	0.956	health_choice	171.jpg	Gezond
125.027	0.528	health_feedback	171.jpg	Gezond
136.671	1.97	health_choice	235.jpg	Neutraal
138.641	0.53	health_feedback	235.jpg	Neutraal
147.271	1.572	health_choice	353.jpg	Heel erg ongezond
148.843	0.528	health_feedback	353.jpg	Heel erg ongezond
161.879	0.736	health_choice	401.jpg	Heel erg ongezond
162.615	0.53	health_feedback	401.jpg	Heel erg ongezond
179.478	0.732	health_choice	32.jpg	Heel erg ongezond
180.21	0.526	health_feedback	32.jpg	Heel erg ongezond
190.078	1.342	health_choice	153.jpg	Gezond
191.42	0.524	health_feedback	153.jpg	Gezond
198.678	1.832	health_choice	34.jpg	Heel erg ongezond
200.51	0.526	health_feedback	34.jpg	Heel erg ongezond
217.277	1.643	health_choice	411.jpg	Ongezond
218.92	0.524	health_feedback	411.jpg	Ongezond
233.877	1.01	health_choice	144.jpg	Gezond
234.887	0.531	health_feedback	144.jpg	Gezond
247.485	2.893	health_choice	336.jpg	Ongezond
250.378	0.532	health_feedback	336.jpg	Ongezond
257.093	1.383	health_choice	8.jpg	Neutraal
258.476	0.525	health_feedback	8.jpg	Neutraal
269.692	1.165	health_choice	82.jpg	Heel erg ongezond
270.857	0.527	health_feedback	82.jpg	Heel erg ongezond
280.292	1.251	health_choice	337.jpg	Heel erg ongezond
281.543	0.524	health_feedback	337.jpg	Heel erg ongezond
298.892	0.984	health_choice	90.jpg	Gezond
299.876	0.524	health_feedback	90.jpg	Gezond
307.491	2.651	health_choice	2.jpg	Heel erg ongezond
310.142	0.533	health_feedback	2.jpg	Heel erg ongezond
324.099	1.886	health_choice	213.jpg	Ongezond
325.985	0.531	health_feedback	213.jpg	Ongezond
333.707	1.616	health_choice	89.jpg	Heel erg ongezond
335.323	0.526	health_feedback	89.jpg	Heel erg ongezond
348.307	1.035	health_choice	118.jpg	Heel erg ongezond
349.342	0.532	health_feedback	118.jpg	Heel erg ongezond
360.923	0.945	health_choice	40.jpg	Heel erg ongezond
361.868	0.53	health_feedback	40.jpg	Heel erg ongezond
369.523	2.637	health_choice	326.jpg	Ongezond
372.16	0.53	health_feedback	326.jpg	Ongezond
383.123	1.379	health_choice	101.jpg	Heel erg ongezond
384.502	0.529	health_feedback	101.jpg	Heel erg ongezond
399.731	1.126	health_choice	24.jpg	Heel erg ongezond
400.857	0.524	health_feedback	24.jpg	Heel erg ongezond
411.33	3.124	health_choice	413.jpg	Ongezond
414.454	0.535	health_feedback	413.jpg	Ongezond
422.938	3.34	health_choice	414.jpg	Neutraal
426.278	0.527	health_feedback	414.jpg	Neutraal
457.137	1.025	health_choice	116.jpg	Heel erg ongezond
458.162	0.525	health_feedback	116.jpg	Heel erg ongezond
472.737	1.493	health_choice	91.jpg	Gezond
474.23	0.532	health_feedback	91.jpg	Gezond
485.345	0.835	health_choice	65.jpg	Gezond
486.18	0.532	health_feedback	65.jpg	Gezond
502.953	1.279	health_choice	53.jpg	Neutraal
504.232	0.529	health_feedback	53.jpg	Neutraal
518.561	0.867	health_choice	35.jpg	Heel erg ongezond
519.428	0.524	health_feedback	35.jpg	Heel erg ongezond
528.169	0.809	health_choice	403.jpg	Heel erg ongezond
528.978	0.524	health_feedback	403.jpg	Heel erg ongezond
541.769	1.038	health_choice	81.jpg	Heel erg gezond
542.807	0.528	health_feedback	81.jpg	Heel erg gezond
557.376	0.778	health_choice	139.jpg	Heel erg ongezond
558.154	0.531	health_feedback	139.jpg	Heel erg ongezond
574.984	0.633	health_choice	402.jpg	Heel erg ongezond
575.617	0.526	health_feedback	402.jpg	Heel erg ongezond
591.584	1.314	health_choice	64.jpg	Ongezond
592.898	0.527	health_feedback	64.jpg	Ongezond
603.192	1.048	health_choice	72.jpg	Heel erg ongezond
604.24	0.527	health_feedback	72.jpg	Heel erg ongezond
620.8	0.685	health_choice	400.jpg	Heel erg ongezond
621.485	0.531	health_feedback	400.jpg	Heel erg ongezond
639.408	1.05	health_choice	259.jpg	Gezond
640.458	0.525	health_feedback	259.jpg	Gezond
651.007	1.808	health_choice	69.jpg	Gezond
652.815	0.526	health_feedback	69.jpg	Gezond
665.607	0.854	health_choice	142.jpg	Gezond
666.461	0.529	health_feedback	142.jpg	Gezond
