"onset"	"duration"	"trial_type"	"stim_id"	"choice"
0.084	1.8	"decision"	"90.jpg"	"Ja"
1.884	0.525	"decision"	"90.jpg"	"Ja"
14.675	1.794	"decision"	"116.jpg"	"Neutraal"
16.469	0.523	"decision"	"116.jpg"	"Neutraal"
30.266	0.921	"decision"	"400.jpg"	"Nee"
31.187	0.521	"decision"	"400.jpg"	"Nee"
39.849	1.732	"decision"	"8.jpg"	"Neutraal"
41.581	0.518	"decision"	"8.jpg"	"Neutraal"
53.432	1.742	"decision"	"40.jpg"	"Nee"
55.174	0.517	"decision"	"40.jpg"	"Nee"
69.015	0.969	"decision"	"91.jpg"	"Ja"
69.984	0.523	"decision"	"91.jpg"	"Ja"
86.598	1.505	"decision"	"259.jpg"	"Ja"
88.103	0.52	"decision"	"259.jpg"	"Ja"
99.181	1.552	"decision"	"171.jpg"	"Neutraal"
100.733	0.523	"decision"	"171.jpg"	"Neutraal"
108.765	0.991	"decision"	"48.jpg"	"Ja"
109.756	0.517	"decision"	"48.jpg"	"Ja"
118.348	1.404	"decision"	"24.jpg"	"Neutraal"
119.752	0.521	"decision"	"24.jpg"	"Neutraal"
136.931	1.359	"decision"	"411.jpg"	"Neutraal"
138.29	0.524	"decision"	"411.jpg"	"Neutraal"
149.522	1.298	"decision"	"142.jpg"	"Ja"
150.82	0.519	"decision"	"142.jpg"	"Ja"
158.105	0.804	"decision"	"89.jpg"	"Ja"
158.909	0.521	"decision"	"89.jpg"	"Ja"
176.696	1.008	"decision"	"404.jpg"	"Ja"
177.704	0.517	"decision"	"404.jpg"	"Ja"
193.279	1.148	"decision"	"353.jpg"	"Nee"
194.427	0.519	"decision"	"353.jpg"	"Nee"
204.862	0.969	"decision"	"101.jpg"	"Ja"
205.831	0.523	"decision"	"101.jpg"	"Ja"
220.445	1.279	"decision"	"119.jpg"	"Ja"
221.724	0.521	"decision"	"119.jpg"	"Ja"
233.028	1.32	"decision"	"104.jpg"	"Neutraal"
234.348	0.522	"decision"	"104.jpg"	"Neutraal"
244.611	1.262	"decision"	"34.jpg"	"Neutraal"
245.873	0.522	"decision"	"34.jpg"	"Neutraal"
263.194	1.181	"decision"	"413.jpg"	"Nee"
264.375	0.519	"decision"	"413.jpg"	"Nee"
280.777	1.252	"decision"	"255.jpg"	"Nee"
