"onset"	"duration"	"trial_type"	"stim_id"	"choice"
0.125	1.963	"health"	"255.jpg"	"Heel erg ongezond"
2.088	0.52	"health"	"255.jpg"	"Heel erg ongezond"
12.808	1.657	"health"	"142.jpg"	"Gezond"
14.465	0.518	"health"	"142.jpg"	"Gezond"
28.407	2.503	"health"	"69.jpg"	"Gezond"
30.91	0.522	"health"	"69.jpg"	"Gezond"
47.049	3.594	"health"	"411.jpg"	"Ongezond"
50.643	0.522	"health"	"411.jpg"	"Ongezond"
59.673	2.455	"health"	"64.jpg"	"Gezond"
62.128	0.52	"health"	"64.jpg"	"Gezond"
70.29	2.552	"health"	"89.jpg"	"Neutraal"
72.842	0.523	"health"	"89.jpg"	"Neutraal"
88.906	1.862	"health"	"259.jpg"	"Gezond"
90.768	0.521	"health"	"259.jpg"	"Gezond"
98.523	2.638	"health"	"403.jpg"	"Heel erg ongezond"
101.161	0.52	"health"	"403.jpg"	"Heel erg ongezond"
107.139	2.218	"health"	"401.jpg"	"Heel erg ongezond"
109.357	0.524	"health"	"401.jpg"	"Heel erg ongezond"
120.764	2.212	"health"	"337.jpg"	"Ongezond"
122.976	0.521	"health"	"337.jpg"	"Ongezond"
133.38	2.572	"health"	"40.jpg"	"Heel erg ongezond"
135.952	0.52	"health"	"40.jpg"	"Heel erg ongezond"
143.988	1.85	"health"	"153.jpg"	"Gezond"
145.838	0.517	"health"	"153.jpg"	"Gezond"
155.605	3.16	"health"	"72.jpg"	"Neutraal"
158.765	0.523	"health"	"72.jpg"	"Neutraal"
172.204	2.561	"health"	"326.jpg"	"Gezond"
174.765	0.523	"health"	"326.jpg"	"Gezond"
189.821	2.35	"health"	"35.jpg"	"Heel erg ongezond"
192.171	0.516	"health"	"35.jpg"	"Heel erg ongezond"
199.437	3.356	"health"	"34.jpg"	"Ongezond"
202.793	0.519	"health"	"34.jpg"	"Ongezond"
215.045	4.017	"health"	"65.jpg"	"n/a"
219.062	0.5	"health"	"65.jpg"	"n/a"
224.628	1.454	"health"	"353.jpg"	"Heel erg ongezond"
226.082	0.521	"health"	"353.jpg"	"Heel erg ongezond"
236.236	0.841	"health"	"412.jpg"	"Heel erg ongezond"
237.077	0.518	"health"	"412.jpg"	"Heel erg ongezond"
246.853	1.137	"health"	"400.jpg"	"Heel erg ongezond"
247.99	0.521	"health"	"400.jpg"	"Heel erg ongezond"
263.444	1.257	"health"	"118.jpg"	"Heel erg ongezond"
264.701	0.518	"health"	"118.jpg"	"Heel erg ongezond"
272.069	3.272	"health"	"213.jpg"	"Gezond"
275.341	0.52	"health"	"213.jpg"	"Gezond"
286.685	2.743	"health"	"410.jpg"	"Ongezond"
289.428	0.524	"health"	"410.jpg"	"Ongezond"
299.31	2.324	"health"	"336.jpg"	"Ongezond"
301.634	0.518	"health"	"336.jpg"	"Ongezond"
308.918	0.902	"health"	"119.jpg"	"Heel erg ongezond"
309.82	0.523	"health"	"119.jpg"	"Heel erg ongezond"
324.535	1.289	"health"	"104.jpg"	"Heel erg ongezond"
325.824	0.519	"health"	"104.jpg"	"Heel erg ongezond"
342.151	1.989	"health"	"101.jpg"	"Ongezond"
344.14	0.519	"health"	"101.jpg"	"Ongezond"
356.767	1.583	"health"	"45.jpg"	"Heel erg ongezond"
358.35	0.517	"health"	"45.jpg"	"Heel erg ongezond"
373.384	1.322	"health"	"82.jpg"	"Ongezond"
374.706	0.519	"health"	"82.jpg"	"Ongezond"
384	1.097	"health"	"171.jpg"	"Heel erg gezond"
385.097	0.52	"health"	"171.jpg"	"Heel erg gezond"
402.633	0.806	"health"	"235.jpg"	"Heel erg ongezond"
403.439	0.519	"health"	"235.jpg"	"Heel erg ongezond"
421.249	0.76	"health"	"32.jpg"	"Heel erg ongezond"
422.009	0.524	"health"	"32.jpg"	"Heel erg ongezond"
433.866	1.823	"health"	"154.jpg"	"Heel erg ongezond"
435.689	0.518	"health"	"154.jpg"	"Heel erg ongezond"
442.482	1.087	"health"	"2.jpg"	"Heel erg ongezond"
443.569	0.521	"health"	"2.jpg"	"Heel erg ongezond"
458.082	0.928	"health"	"48.jpg"	"Heel erg ongezond"
459.01	0.522	"health"	"48.jpg"	"Heel erg ongezond"
468.69	1.024	"health"	"74.jpg"	"Heel erg gezond"
469.714	0.518	"health"	"74.jpg"	"Heel erg gezond"
480.298	1.311	"health"	"8.jpg"	"Heel erg ongezond"
481.609	0.522	"health"	"8.jpg"	"Heel erg ongezond"
491.915	1.537	"health"	"413.jpg"	"Ongezond"
493.452	0.521	"health"	"413.jpg"	"Ongezond"
505.506	1.679	"health"	"414.jpg"	"Ongezond"
507.185	0.521	"health"	"414.jpg"	"Ongezond"
522.122	1.392	"health"	"91.jpg"	"Heel erg gezond"
523.514	0.525	"health"	"91.jpg"	"Heel erg gezond"
530.747	0.999	"health"	"24.jpg"	"Heel erg ongezond"
531.746	0.518	"health"	"24.jpg"	"Heel erg ongezond"
548.363	0.918	"health"	"116.jpg"	"Heel erg ongezond"
549.281	0.524	"health"	"116.jpg"	"Heel erg ongezond"
565.988	1.38	"health"	"81.jpg"	"Gezond"
567.368	0.52	"health"	"81.jpg"	"Gezond"
580.613	1.253	"health"	"402.jpg"	"Heel erg ongezond"
581.866	0.522	"health"	"402.jpg"	"Heel erg ongezond"
595.221	1.206	"health"	"53.jpg"	"Heel erg gezond"
596.427	0.519	"health"	"53.jpg"	"Heel erg gezond"
613.837	1.454	"health"	"90.jpg"	"Gezond"
615.291	0.521	"health"	"90.jpg"	"Gezond"
630.453	0.972	"health"	"404.jpg"	"Heel erg ongezond"
631.425	0.52	"health"	"404.jpg"	"Heel erg ongezond"
