"onset"	"duration"	"trial_type"	"stim_id"	"choice"
0.084	1.872	"decision"	"235.jpg"	"Zeker ja"
1.956	0.519	"decision"	"235.jpg"	"Zeker ja"
18.667	1.569	"decision"	"32.jpg"	"Ja"
20.236	0.522	"decision"	"32.jpg"	"Ja"
31.25	1.33	"decision"	"411.jpg"	"Nee"
32.58	0.52	"decision"	"411.jpg"	"Nee"
44.833	1.438	"decision"	"337.jpg"	"Ja"
46.271	0.52	"decision"	"337.jpg"	"Ja"
54.416	1.431	"decision"	"81.jpg"	"Zeker ja"
55.847	0.519	"decision"	"81.jpg"	"Zeker ja"
71.007	1.549	"decision"	"403.jpg"	"Ja"
72.556	0.518	"decision"	"403.jpg"	"Ja"
85.59	1.428	"decision"	"144.jpg"	"Zeker ja"
87.018	0.522	"decision"	"144.jpg"	"Zeker ja"
102.173	1.743	"decision"	"45.jpg"	"Zeker nee"
103.916	0.524	"decision"	"45.jpg"	"Zeker nee"
110.765	1.651	"decision"	"255.jpg"	"Ja"
112.416	0.524	"decision"	"255.jpg"	"Ja"
121.356	1.696	"decision"	"139.jpg"	"Nee"
123.052	0.521	"decision"	"139.jpg"	"Nee"
135.939	1.155	"decision"	"74.jpg"	"Zeker nee"
137.094	0.52	"decision"	"74.jpg"	"Zeker nee"
145.522	1.584	"decision"	"119.jpg"	"Nee"
147.106	0.525	"decision"	"119.jpg"	"Nee"
155.114	1.305	"decision"	"34.jpg"	"Zeker nee"
156.419	0.52	"decision"	"34.jpg"	"Zeker nee"
173.697	2.197	"decision"	"336.jpg"	"Ja"
175.894	0.519	"decision"	"336.jpg"	"Ja"
185.28	2.149	"decision"	"89.jpg"	"Ja"
187.429	0.518	"decision"	"89.jpg"	"Ja"
199.863	2.008	"decision"	"401.jpg"	"Zeker ja"
201.871	0.517	"decision"	"401.jpg"	"Zeker ja"
215.446	0.992	"decision"	"410.jpg"	"Zeker nee"
216.438	0.525	"decision"	"410.jpg"	"Zeker nee"
224.037	1.216	"decision"	"24.jpg"	"Nee"
225.253	0.518	"decision"	"24.jpg"	"Nee"
234.621	1.445	"decision"	"412.jpg"	"Nee"
236.066	0.521	"decision"	"412.jpg"	"Nee"
243.212	1.049	"decision"	"400.jpg"	"Nee"
244.261	0.518	"decision"	"400.jpg"	"Nee"
260.795	2.587	"decision"	"153.jpg"	"Nee"
263.382	0.521	"decision"	"153.jpg"	"Nee"
271.378	0.95	"decision"	"101.jpg"	"Zeker ja"
272.328	0.517	"decision"	"101.jpg"	"Zeker ja"
281.961	1.307	"decision"	"353.jpg"	"Zeker nee"
283.268	0.518	"decision"	"353.jpg"	"Zeker nee"
291.544	1.035	"decision"	"116.jpg"	"Zeker ja"
292.579	0.524	"decision"	"116.jpg"	"Zeker ja"
308.127	2.081	"decision"	"259.jpg"	"Ja"
310.208	0.519	"decision"	"259.jpg"	"Ja"
321.71	1.568	"decision"	"35.jpg"	"Zeker ja"
323.278	0.524	"decision"	"35.jpg"	"Zeker ja"
337.302	1.522	"decision"	"90.jpg"	"Zeker ja"
