"onset"	"duration"	"trial_type"	"stim_id"	"choice"
0.083	2.206	"taste"	"412.jpg"	"Helemaal niet lekker"
2.289	0.519	"taste"	"412.jpg"	"Helemaal niet lekker"
13.666	1.273	"taste"	"45.jpg"	"Lekker"
14.939	0.519	"taste"	"45.jpg"	"Lekker"
23.249	1.297	"taste"	"65.jpg"	"Lekker"
24.546	0.52	"taste"	"65.jpg"	"Lekker"
33.833	2.02	"taste"	"414.jpg"	"Niet lekker"
35.853	0.521	"taste"	"414.jpg"	"Niet lekker"
50.416	1.114	"taste"	"69.jpg"	"Lekker"
51.53	0.519	"taste"	"69.jpg"	"Lekker"
64.999	1.735	"taste"	"72.jpg"	"Lekker"
66.734	0.523	"taste"	"72.jpg"	"Lekker"
80.582	1.71	"taste"	"353.jpg"	"Lekker"
82.292	0.523	"taste"	"353.jpg"	"Lekker"
94.165	0.979	"taste"	"118.jpg"	"Lekker"
95.144	0.521	"taste"	"118.jpg"	"Lekker"
102.748	2.839	"taste"	"64.jpg"	"Lekker"
105.587	0.519	"taste"	"64.jpg"	"Lekker"
112.331	1.579	"taste"	"411.jpg"	"Lekker"
113.91	0.521	"taste"	"411.jpg"	"Lekker"
127.914	1.262	"taste"	"116.jpg"	"Heel erg lekker"
129.176	0.521	"taste"	"116.jpg"	"Heel erg lekker"
139.505	1.418	"taste"	"400.jpg"	"Lekker"
140.923	0.524	"taste"	"400.jpg"	"Lekker"
158.097	2.007	"taste"	"255.jpg"	"Lekker"
160.104	0.518	"taste"	"255.jpg"	"Lekker"
172.68	0.872	"taste"	"2.jpg"	"Lekker"
173.552	0.519	"taste"	"2.jpg"	"Lekker"
191.271	1.485	"taste"	"404.jpg"	"Heel erg lekker"
192.756	0.523	"taste"	"404.jpg"	"Heel erg lekker"
209.862	1.226	"taste"	"144.jpg"	"Lekker"
211.088	0.524	"taste"	"144.jpg"	"Lekker"
226.454	1.676	"taste"	"402.jpg"	"Heel erg lekker"
228.13	0.523	"taste"	"402.jpg"	"Heel erg lekker"
235.045	1.223	"taste"	"413.jpg"	"Niet lekker"
236.268	0.519	"taste"	"413.jpg"	"Niet lekker"
251.636	1.437	"taste"	"40.jpg"	"Lekker"
253.073	0.522	"taste"	"40.jpg"	"Lekker"
268.219	1.854	"taste"	"91.jpg"	"Lekker"
270.073	0.521	"taste"	"91.jpg"	"Lekker"
276.802	1.507	"taste"	"34.jpg"	"Niet lekker"
278.309	0.518	"taste"	"34.jpg"	"Niet lekker"
288.386	1.15	"taste"	"35.jpg"	"Heel erg lekker"
289.536	0.516	"taste"	"35.jpg"	"Heel erg lekker"
306.968	1.532	"taste"	"89.jpg"	"Lekker"
308.5	0.518	"taste"	"89.jpg"	"Lekker"
321.552	1.044	"taste"	"101.jpg"	"Heel erg lekker"
322.596	0.522	"taste"	"101.jpg"	"Heel erg lekker"
330.135	1.242	"taste"	"48.jpg"	"Heel erg lekker"
331.377	0.524	"taste"	"48.jpg"	"Heel erg lekker"
339.726	1.699	"taste"	"32.jpg"	"Lekker"
341.425	0.518	"taste"	"32.jpg"	"Lekker"
349.309	1.152	"taste"	"82.jpg"	"Lekker"
350.461	0.523	"taste"	"82.jpg"	"Lekker"
362.892	1.979	"taste"	"337.jpg"	"Lekker"
364.871	0.521	"taste"	"337.jpg"	"Lekker"
373.475	1.285	"taste"	"24.jpg"	"Lekker"
374.76	0.524	"taste"	"24.jpg"	"Lekker"
388.058	1.162	"taste"	"8.jpg"	"Heel erg lekker"
389.22	0.522	"taste"	"8.jpg"	"Heel erg lekker"
400.642	1.442	"taste"	"235.jpg"	"Heel erg lekker"
402.084	0.524	"taste"	"235.jpg"	"Heel erg lekker"
414.233	2.28	"taste"	"74.jpg"	"Niet lekker"
