onset	duration	trial_type	stim_id	choice
0.075	2.125	decision_choice	255.jpg	Ja
2.2	0.517	decision_feedback	255.jpg	Ja
15.658	0.859	decision_choice	401.jpg	Zeker ja
16.517	0.524	decision_feedback	401.jpg	Zeker ja
26.249	2.374	decision_choice	337.jpg	Neutraal
28.623	0.518	decision_feedback	337.jpg	Neutraal
39.832	1.524	decision_choice	72.jpg	Ja
41.356	0.518	decision_feedback	72.jpg	Ja
52.415	2.478	decision_choice	139.jpg	Neutraal
54.893	0.522	decision_feedback	139.jpg	Neutraal
70.998	2.259	decision_choice	410.jpg	Ja
73.257	0.524	decision_feedback	410.jpg	Ja
88.589	1.982	decision_choice	353.jpg	Ja
90.571	0.518	decision_feedback	353.jpg	Ja
100.172	2.786	decision_choice	34.jpg	Neutraal
102.958	0.522	decision_feedback	34.jpg	Neutraal
118.755	2.949	decision_choice	412.jpg	Ja
121.704	0.517	decision_feedback	412.jpg	Ja
133.337	2.223	decision_choice	154.jpg	Neutraal
135.56	0.519	decision_feedback	154.jpg	Neutraal
142.92	1.654	decision_choice	153.jpg	Zeker ja
144.574	0.521	decision_feedback	153.jpg	Zeker ja
155.503	0.959	decision_choice	411.jpg	Ja
156.462	0.516	decision_feedback	411.jpg	Ja
172.086	2.203	decision_choice	116.jpg	Neutraal
174.289	0.522	decision_feedback	116.jpg	Neutraal
189.669	2.803	decision_choice	29.jpg	Neutraal
192.472	0.522	decision_feedback	29.jpg	Neutraal
200.252	1.396	decision_choice	65.jpg	Ja
201.648	0.521	decision_feedback	65.jpg	Ja
214.835	1.544	decision_choice	53.jpg	Ja
216.379	0.522	decision_feedback	53.jpg	Ja
224.418	1.437	decision_choice	90.jpg	Zeker ja
225.855	0.521	decision_feedback	90.jpg	Zeker ja
239.009	1.306	decision_choice	404.jpg	Ja
240.315	0.519	decision_feedback	404.jpg	Ja
255.592	1.188	decision_choice	259.jpg	Zeker ja
256.78	0.52	decision_feedback	259.jpg	Zeker ja
268.175	0.948	decision_choice	171.jpg	Ja
269.123	0.518	decision_feedback	171.jpg	Ja
276.758	1.657	decision_choice	104.jpg	Ja
278.415	0.518	decision_feedback	104.jpg	Ja
285.341	2.278	decision_choice	402.jpg	Ja
287.619	0.522	decision_feedback	402.jpg	Ja
295.924	1.559	decision_choice	32.jpg	Ja
297.483	0.524	decision_feedback	32.jpg	Ja
312.515	2.983	decision_choice	24.jpg	Ja
315.498	0.517	decision_feedback	24.jpg	Ja
331.098	2.348	decision_choice	213.jpg	Ja
333.446	0.518	decision_feedback	213.jpg	Ja
348.68	1.97	decision_choice	69.jpg	Ja
350.65	0.522	decision_feedback	69.jpg	Ja
357.263	0.84	decision_choice	144.jpg	Zeker ja
358.103	0.519	decision_feedback	144.jpg	Zeker ja
370.846	0.961	decision_choice	64.jpg	Ja
371.807	0.523	decision_feedback	64.jpg	Ja
380.429	3.57	decision_choice	74.jpg	Neutraal
383.999	0.522	decision_feedback	74.jpg	Neutraal
409.595	1.957	decision_choice	400.jpg	Ja
411.552	0.518	decision_feedback	400.jpg	Ja
418.178	2.652	decision_choice	414.jpg	Ja
420.83	0.523	decision_feedback	414.jpg	Ja
436.761	2.042	decision_choice	326.jpg	Ja
438.803	0.524	decision_feedback	326.jpg	Ja
451.352	2.648	decision_choice	336.jpg	Ja
454	0.519	decision_feedback	336.jpg	Ja
463.935	1.107	decision_choice	81.jpg	Ja
465.042	0.518	decision_feedback	81.jpg	Ja
474.518	2.918	decision_choice	35.jpg	Ja
477.436	0.523	decision_feedback	35.jpg	Ja
486.109	1.058	decision_choice	119.jpg	Ja
487.167	0.517	decision_feedback	119.jpg	Ja
503.692	2.476	decision_choice	413.jpg	Ja
506.168	0.524	decision_feedback	413.jpg	Ja
518.283	2.114	decision_choice	101.jpg	Ja
520.397	0.519	decision_feedback	101.jpg	Ja
528.866	3.61	decision_choice	82.jpg	Neutraal
532.476	0.523	decision_feedback	82.jpg	Neutraal
555.024	1.011	decision_choice	91.jpg	Zeker ja
556.035	0.522	decision_feedback	91.jpg	Zeker ja
566.615	1.913	decision_choice	403.jpg	Ja
568.528	0.52	decision_feedback	403.jpg	Ja
583.198	2.269	decision_choice	40.jpg	Ja
585.467	0.522	decision_feedback	40.jpg	Ja
601.78	1.785	decision_choice	142.jpg	Ja
603.565	0.524	decision_feedback	142.jpg	Ja
623.938	1.155	decision_choice	8.jpg	Ja
625.093	0.52	decision_feedback	8.jpg	Ja
639.521	1.467	decision_choice	89.jpg	Ja
640.988	0.516	decision_feedback	89.jpg	Ja
655.104	1.081	decision_choice	2.jpg	Ja
656.185	0.519	decision_feedback	2.jpg	Ja
667.687	0.804	decision_choice	235.jpg	Ja
668.491	0.52	decision_feedback	235.jpg	Ja
