"onset"	"duration"	"trial_type"	"stim_id"	"choice"
0.084	1.749	"health"	"116.jpg"	"Ongezond"
1.833	0.517	"health"	"116.jpg"	"Ongezond"
14.667	2.328	"health"	"142.jpg"	"Gezond"
16.995	0.522	"health"	"142.jpg"	"Gezond"
31.258	1.332	"health"	"401.jpg"	"Ongezond"
32.59	0.518	"health"	"401.jpg"	"Ongezond"
39.849	1.818	"health"	"64.jpg"	"Neutraal"
41.667	0.524	"health"	"64.jpg"	"Neutraal"
57.449	1.953	"health"	"400.jpg"	"Heel erg ongezond"
59.402	0.522	"health"	"400.jpg"	"Heel erg ongezond"
76.032	3.049	"health"	"34.jpg"	"Neutraal"
79.081	0.518	"health"	"34.jpg"	"Neutraal"
90.623	1.398	"health"	"48.jpg"	"Ongezond"
92.021	0.519	"health"	"48.jpg"	"Ongezond"
107.206	3.14	"health"	"336.jpg"	"Neutraal"
110.346	0.518	"health"	"336.jpg"	"Neutraal"
121.798	1.817	"health"	"82.jpg"	"Ongezond"
123.615	0.516	"health"	"82.jpg"	"Ongezond"
139.38	4.017	"health"	"259.jpg"	"n/a"
143.397	0.5	"health"	"259.jpg"	"n/a"
149.955	1.314	"health"	"410.jpg"	"Ongezond"
151.269	0.519	"health"	"410.jpg"	"Ongezond"
163.538	2.324	"health"	"337.jpg"	"Ongezond"
165.862	0.518	"health"	"337.jpg"	"Ongezond"
175.121	1.818	"health"	"353.jpg"	"Heel erg ongezond"
176.939	0.524	"health"	"353.jpg"	"Heel erg ongezond"
183.721	2.638	"health"	"412.jpg"	"Ongezond"
186.359	0.52	"health"	"412.jpg"	"Ongezond"
200.304	2.425	"health"	"171.jpg"	"Gezond"
202.729	0.517	"health"	"171.jpg"	"Gezond"
214.887	1.301	"health"	"255.jpg"	"Ongezond"
216.188	0.524	"health"	"255.jpg"	"Ongezond"
226.478	1.381	"health"	"2.jpg"	"Ongezond"
227.859	0.519	"health"	"2.jpg"	"Ongezond"
245.07	1.073	"health"	"404.jpg"	"Ongezond"
246.143	0.518	"health"	"404.jpg"	"Ongezond"
254.661	1.832	"health"	"411.jpg"	"Ongezond"
256.493	0.518	"health"	"411.jpg"	"Ongezond"
267.244	2.016	"health"	"144.jpg"	"Neutraal"
269.26	0.517	"health"	"144.jpg"	"Neutraal"
283.835	1.892	"health"	"89.jpg"	"Neutraal"
285.727	0.517	"health"	"89.jpg"	"Neutraal"
296.418	2.364	"health"	"53.jpg"	"Heel erg gezond"
298.782	0.52	"health"	"53.jpg"	"Heel erg gezond"
308.001	1.116	"health"	"69.jpg"	"Gezond"
309.117	0.518	"health"	"69.jpg"	"Gezond"
318.585	0.815	"health"	"235.jpg"	"Ongezond"
319.4	0.518	"health"	"235.jpg"	"Ongezond"
337.167	1.967	"health"	"8.jpg"	"Neutraal"
339.134	0.517	"health"	"8.jpg"	"Neutraal"
352.75	1.151	"health"	"35.jpg"	"Ongezond"
353.901	0.516	"health"	"35.jpg"	"Ongezond"
361.334	1.722	"health"	"65.jpg"	"Heel erg gezond"
363.056	0.519	"health"	"65.jpg"	"Heel erg gezond"
372.925	2.396	"health"	"413.jpg"	"Ongezond"
375.321	0.521	"health"	"413.jpg"	"Ongezond"
388.508	0.73	"health"	"402.jpg"	"Ongezond"
389.238	0.52	"health"	"402.jpg"	"Ongezond"
398.091	1.545	"health"	"24.jpg"	"Heel erg ongezond"
399.636	0.522	"health"	"24.jpg"	"Heel erg ongezond"
413.674	1.576	"health"	"45.jpg"	"Ongezond"
415.25	0.524	"health"	"45.jpg"	"Ongezond"
428.265	1.542	"health"	"213.jpg"	"Neutraal"
429.807	0.517	"health"	"213.jpg"	"Neutraal"
440.848	1.215	"health"	"104.jpg"	"Ongezond"
442.063	0.519	"health"	"104.jpg"	"Ongezond"
456.431	2.114	"health"	"153.jpg"	"Gezond"
